lead_id,mql_source,bombora_surge_topic,lead_score,campaign_name,lead_status
LEAD-0392,Email Campaign,Network Security,48,Q2 Growth,Working
LEAD-0393,Paid Social,Payment Processing,70,Q1 Efficiency,Nurturing
LEAD-0394,Trade Show,Customer Experience,52,FY Growth,New
LEAD-0395,Organic Search,ERP Integration,38,FY Innovation,Nurturing
LEAD-0396,Referral,Big Data Analytics,52,Q3 Security,Nurturing
LEAD-0397,Paid Social,AI Automation,25,Q4 Growth,New
LEAD-0398,Whitepaper,AI Automation,34,Q4 Security,New
LEAD-0399,Referral,Network Security,48,Q3 Innovation,New
LEAD-0400,Trade Show,Cybersecurity,35,Q3 Growth,Qualified
LEAD-0401,Direct Mail,Cybersecurity,50,FY Transformation,Working
LEAD-0402,Whitepaper,AI Automation,52,FY Growth,Working
LEAD-0403,Email Campaign,Customer Experience,17,Q1 Growth,Qualified
LEAD-0404,Paid Social,Unified Communications,31,Q4 Innovation,Working
LEAD-0405,Direct Mail,Big Data Analytics,21,Q1 Efficiency,Qualified
LEAD-0406,Referral,CRM Software,64,Q4 Growth,Qualified
LEAD-0407,Webinar,Cloud Migration,78,Q2 Security,Nurturing
LEAD-0408,Webinar,Supply Chain Management,51,FY Efficiency,Working
LEAD-0409,Webinar,Customer Experience,10,FY Growth,Working
LEAD-0410,Organic Search,DevOps Tools,54,Q2 Efficiency,Working
LEAD-0411,Whitepaper,CRM Software,74,Q4 Innovation,Nurturing
LEAD-0412,Trade Show,Payment Processing,15,Q2 Efficiency,Nurturing
LEAD-0413,Direct Mail,DevOps Tools,76,Q4 Efficiency,Nurturing
LEAD-0414,Referral,Supply Chain Management,97,Q1 Efficiency,Nurturing
LEAD-0415,Direct Mail,ERP Integration,34,Q2 Growth,Qualified
LEAD-0416,Webinar,Unified Communications,38,FY Innovation,Working
LEAD-0417,Organic Search,DevOps Tools,12,Q4 Innovation,Working
LEAD-0418,Whitepaper,ERP Integration,93,Q1 Security,Qualified
LEAD-0419,Paid Social,Big Data Analytics,78,Q4 Efficiency,New
LEAD-0420,Webinar,Customer Experience,23,FY Growth,New
LEAD-0421,Webinar,DevOps Tools,24,Q3 Innovation,Qualified
LEAD-0422,Referral,Payment Processing,80,Q2 Innovation,Qualified
LEAD-0423,Trade Show,Unified Communications,98,FY Security,New
LEAD-0424,Paid Social,CRM Software,94,Q1 Innovation,Nurturing
LEAD-0425,Trade Show,CRM Software,23,Q4 Security,New
LEAD-0426,Paid Social,Payment Processing,23,Q4 Growth,Working
LEAD-0427,Organic Search,Big Data Analytics,43,Q4 Security,Working
LEAD-0428,Email Campaign,DevOps Tools,62,Q2 Efficiency,Working
LEAD-0429,Webinar,Network Security,73,Q2 Security,Qualified
LEAD-0430,Email Campaign,Unified Communications,10,Q1 Growth,New
LEAD-0431,Whitepaper,IoT Platforms,83,FY Security,Qualified
LEAD-0432,Trade Show,Payment Processing,75,Q1 Transformation,New
LEAD-0433,Paid Social,Customer Experience,39,Q3 Efficiency,Nurturing
LEAD-0434,Paid Social,AI Automation,16,Q1 Innovation,Working
LEAD-0435,Webinar,IoT Platforms,47,Q3 Security,Nurturing
LEAD-0436,Referral,DevOps Tools,24,Q1 Innovation,New
LEAD-0437,Webinar,IoT Platforms,27,FY Security,Working
LEAD-0438,Email Campaign,ERP Integration,66,Q4 Efficiency,Nurturing
LEAD-0439,Whitepaper,ERP Integration,53,Q2 Growth,New
LEAD-0440,Referral,CRM Software,68,Q2 Innovation,Qualified
LEAD-0441,Direct Mail,Big Data Analytics,63,FY Growth,Working
LEAD-0442,Whitepaper,Cybersecurity,99,FY Innovation,New
LEAD-0443,Trade Show,Payment Processing,63,Q4 Innovation,Qualified
LEAD-0444,Direct Mail,Cybersecurity,88,Q3 Transformation,Nurturing
LEAD-0445,Webinar,IoT Platforms,97,FY Innovation,Working
LEAD-0446,Direct Mail,Supply Chain Management,72,Q1 Innovation,Qualified
LEAD-0447,Direct Mail,Cloud Migration,18,Q2 Innovation,Nurturing
LEAD-0448,Webinar,DevOps Tools,96,Q4 Security,Working
LEAD-0449,Email Campaign,Network Security,76,FY Transformation,New
LEAD-0450,Referral,Customer Experience,41,Q4 Growth,Nurturing
LEAD-0451,Referral,Cybersecurity,81,Q4 Efficiency,New
LEAD-0452,Webinar,Customer Experience,30,Q4 Security,Qualified
LEAD-0453,Direct Mail,IoT Platforms,31,Q1 Transformation,Qualified
LEAD-0454,Email Campaign,Unified Communications,52,Q2 Innovation,New
LEAD-0455,Organic Search,Network Security,92,Q3 Transformation,Qualified
LEAD-0456,Organic Search,Payment Processing,68,Q3 Efficiency,Qualified
LEAD-0457,Whitepaper,IoT Platforms,73,Q3 Efficiency,Nurturing
LEAD-0458,Whitepaper,AI Automation,93,Q1 Growth,New
LEAD-0459,Referral,CRM Software,14,Q4 Transformation,New
LEAD-0460,Whitepaper,Big Data Analytics,87,Q4 Efficiency,Nurturing
LEAD-0461,Organic Search,Customer Experience,95,Q3 Efficiency,Nurturing
LEAD-0462,Email Campaign,IoT Platforms,16,Q2 Transformation,Qualified
LEAD-0463,Email Campaign,Network Security,89,Q4 Efficiency,Qualified
LEAD-0464,Email Campaign,DevOps Tools,67,Q1 Innovation,New
LEAD-0465,Organic Search,Cloud Migration,53,Q3 Security,Nurturing
LEAD-0466,Email Campaign,DevOps Tools,23,Q1 Security,Working
LEAD-0467,Direct Mail,Cybersecurity,62,Q1 Innovation,Nurturing
LEAD-0468,Organic Search,Unified Communications,25,Q3 Transformation,Working
LEAD-0469,Direct Mail,IoT Platforms,34,FY Transformation,Nurturing
LEAD-0470,Whitepaper,Big Data Analytics,63,Q1 Security,New
LEAD-0471,Direct Mail,AI Automation,94,Q4 Innovation,Working
LEAD-0472,Direct Mail,Cloud Migration,77,FY Innovation,New
LEAD-0473,Referral,IoT Platforms,84,Q4 Growth,Working
LEAD-0474,Trade Show,DevOps Tools,26,Q1 Innovation,Qualified
LEAD-0475,Email Campaign,Network Security,59,Q3 Innovation,Working
LEAD-0476,Paid Social,CRM Software,53,Q2 Efficiency,Qualified
LEAD-0477,Trade Show,Cybersecurity,62,Q4 Efficiency,Nurturing
LEAD-0478,Email Campaign,DevOps Tools,80,FY Growth,Working
LEAD-0479,Organic Search,Unified Communications,89,FY Transformation,Nurturing
LEAD-0480,Email Campaign,Supply Chain Management,96,Q1 Efficiency,Working
LEAD-0481,Email Campaign,DevOps Tools,24,FY Efficiency,Nurturing
LEAD-0482,Direct Mail,Fraud Prevention,83,FY Security,Qualified
LEAD-0483,Paid Social,Supply Chain Management,64,Q1 Growth,New
LEAD-0484,Webinar,CRM Software,28,Q1 Security,New
LEAD-0485,Organic Search,Data Privacy,30,Q2 Efficiency,Nurturing
LEAD-0486,Trade Show,IoT Platforms,17,FY Transformation,Nurturing
LEAD-0487,Organic Search,Big Data Analytics,79,Q1 Security,Nurturing
LEAD-0488,Direct Mail,Payment Processing,88,FY Security,Working
LEAD-0489,Referral,Unified Communications,75,FY Transformation,Nurturing
LEAD-0490,Webinar,Supply Chain Management,58,Q3 Transformation,Qualified
LEAD-0491,Email Campaign,Network Security,16,Q1 Growth,Nurturing
LEAD-0492,Organic Search,Fraud Prevention,66,Q2 Transformation,Nurturing
LEAD-0493,Organic Search,Big Data Analytics,34,Q2 Efficiency,Qualified
LEAD-0494,Trade Show,Customer Experience,19,Q2 Growth,Working
LEAD-0495,Whitepaper,CRM Software,15,Q3 Innovation,Nurturing
LEAD-0496,Paid Social,Cybersecurity,30,Q4 Innovation,Nurturing
LEAD-0497,Webinar,ERP Integration,69,FY Transformation,Working
LEAD-0498,Webinar,Cybersecurity,51,Q4 Efficiency,New
LEAD-0499,Paid Social,AI Automation,83,Q4 Transformation,Nurturing
LEAD-0500,Whitepaper,Big Data Analytics,100,Q3 Growth,Working
LEAD-0501,Trade Show,Network Security,18,Q4 Security,Working
LEAD-0502,Referral,Network Security,78,Q3 Transformation,New
LEAD-0503,Email Campaign,Unified Communications,37,FY Security,Nurturing
LEAD-0504,Email Campaign,ERP Integration,47,Q2 Security,Qualified
LEAD-0505,Webinar,Payment Processing,95,Q3 Security,Qualified
LEAD-0506,Organic Search,Supply Chain Management,92,Q4 Efficiency,Working
LEAD-0507,Webinar,Customer Experience,51,Q3 Transformation,New
LEAD-0508,Referral,Data Privacy,79,FY Innovation,Nurturing
LEAD-0509,Webinar,Supply Chain Management,76,FY Efficiency,Nurturing
LEAD-0510,Direct Mail,AI Automation,15,Q2 Efficiency,Working
LEAD-0511,Email Campaign,Network Security,20,Q1 Innovation,Working
LEAD-0512,Webinar,Customer Experience,18,Q2 Security,Working
LEAD-0513,Referral,IoT Platforms,23,Q2 Security,Qualified
LEAD-0514,Whitepaper,DevOps Tools,97,Q1 Efficiency,New
LEAD-0515,Direct Mail,DevOps Tools,52,Q1 Security,New
LEAD-0516,Whitepaper,Cloud Migration,32,Q2 Innovation,New
LEAD-0517,Organic Search,Supply Chain Management,43,Q3 Innovation,Qualified
LEAD-0518,Direct Mail,Customer Experience,61,Q3 Innovation,Nurturing
LEAD-0519,Webinar,CRM Software,96,Q1 Innovation,New
LEAD-0520,Whitepaper,Big Data Analytics,84,Q1 Security,New
LEAD-0521,Email Campaign,Supply Chain Management,74,Q1 Innovation,Nurturing
LEAD-0522,Paid Social,Fraud Prevention,21,Q2 Efficiency,Qualified
LEAD-0523,Referral,CRM Software,94,Q1 Growth,Qualified
LEAD-0524,Trade Show,Network Security,38,Q1 Efficiency,Qualified
LEAD-0525,Paid Social,Customer Experience,28,Q2 Efficiency,Nurturing
LEAD-0526,Webinar,Network Security,81,Q1 Efficiency,New
LEAD-0527,Webinar,Cloud Migration,83,Q4 Efficiency,Qualified
LEAD-0528,Whitepaper,Data Privacy,36,FY Innovation,Nurturing
LEAD-0529,Organic Search,CRM Software,92,Q4 Security,Working
LEAD-0530,Trade Show,Cybersecurity,38,Q4 Efficiency,Nurturing
LEAD-0531,Organic Search,Payment Processing,33,FY Security,New
LEAD-0532,Direct Mail,Customer Experience,80,Q1 Transformation,Nurturing
LEAD-0533,Whitepaper,Data Privacy,22,Q2 Security,Qualified
LEAD-0534,Email Campaign,ERP Integration,26,FY Security,Working
LEAD-0535,Whitepaper,Data Privacy,89,Q1 Transformation,Working
LEAD-0536,Email Campaign,AI Automation,67,Q3 Growth,Nurturing
LEAD-0537,Trade Show,Fraud Prevention,82,Q3 Security,Nurturing
LEAD-0538,Referral,Cybersecurity,10,Q3 Growth,Working
LEAD-0539,Organic Search,DevOps Tools,92,Q3 Innovation,Nurturing
LEAD-0540,Email Campaign,Cybersecurity,96,FY Innovation,Nurturing
LEAD-0541,Direct Mail,AI Automation,67,Q3 Security,Nurturing
LEAD-0542,Direct Mail,Network Security,23,Q2 Growth,New
LEAD-0543,Paid Social,IoT Platforms,27,Q4 Transformation,Working
LEAD-0544,Paid Social,DevOps Tools,90,Q1 Transformation,New
LEAD-0545,Webinar,IoT Platforms,74,FY Growth,New
LEAD-0546,Referral,Big Data Analytics,85,Q2 Security,New
LEAD-0547,Paid Social,Network Security,79,Q4 Growth,Working
LEAD-0548,Email Campaign,CRM Software,38,FY Efficiency,Nurturing
LEAD-0549,Trade Show,AI Automation,74,Q4 Security,New
LEAD-0550,Referral,ERP Integration,74,Q1 Growth,Working
LEAD-0551,Trade Show,Big Data Analytics,75,Q1 Efficiency,Qualified
LEAD-0552,Trade Show,Cybersecurity,82,Q4 Innovation,Working
LEAD-0553,Direct Mail,ERP Integration,15,Q2 Transformation,Qualified
LEAD-0554,Organic Search,Payment Processing,43,Q3 Security,Working
LEAD-0555,Webinar,Customer Experience,36,Q4 Security,Nurturing
LEAD-0556,Referral,AI Automation,68,Q1 Security,New
LEAD-0557,Email Campaign,Payment Processing,100,Q4 Security,Nurturing
LEAD-0558,Paid Social,Fraud Prevention,79,Q4 Innovation,Working
LEAD-0559,Referral,Customer Experience,58,Q3 Security,New
LEAD-0560,Paid Social,CRM Software,38,Q4 Security,Qualified
LEAD-0561,Email Campaign,IoT Platforms,54,Q4 Growth,Qualified
LEAD-0562,Webinar,Network Security,27,Q3 Efficiency,Working
LEAD-0563,Organic Search,Payment Processing,75,FY Growth,Nurturing
LEAD-0564,Organic Search,Cybersecurity,33,Q2 Growth,Nurturing
LEAD-0565,Whitepaper,Customer Experience,39,Q3 Innovation,Nurturing
LEAD-0566,Whitepaper,AI Automation,96,Q4 Growth,Qualified
LEAD-0567,Organic Search,Fraud Prevention,30,FY Growth,Qualified
LEAD-0568,Webinar,Unified Communications,15,Q1 Efficiency,Working
LEAD-0569,Trade Show,Customer Experience,75,Q1 Security,Working
LEAD-0570,Webinar,Cybersecurity,43,Q2 Growth,Qualified
LEAD-0571,Webinar,Supply Chain Management,94,Q2 Efficiency,New
LEAD-0572,Organic Search,AI Automation,87,Q4 Growth,Qualified
LEAD-0573,Trade Show,Unified Communications,62,Q4 Efficiency,Working
LEAD-0574,Trade Show,Fraud Prevention,94,Q4 Security,Nurturing
LEAD-0575,Trade Show,DevOps Tools,97,Q3 Growth,Qualified
LEAD-0576,Whitepaper,Unified Communications,58,Q3 Transformation,Working
LEAD-0577,Whitepaper,Cloud Migration,35,Q4 Security,Qualified
LEAD-0578,Trade Show,Fraud Prevention,22,Q2 Growth,Qualified
LEAD-0579,Webinar,Supply Chain Management,78,Q4 Security,New
LEAD-0580,Whitepaper,AI Automation,94,Q1 Efficiency,New
LEAD-0581,Referral,Network Security,63,Q3 Security,New
LEAD-0582,Referral,Unified Communications,71,FY Efficiency,Qualified
LEAD-0583,Email Campaign,Fraud Prevention,99,Q4 Innovation,New
LEAD-0584,Referral,Cybersecurity,42,Q4 Growth,Working
LEAD-0585,Whitepaper,Data Privacy,86,Q4 Transformation,Qualified
LEAD-0586,Paid Social,Unified Communications,10,FY Transformation,New
LEAD-0587,Whitepaper,Network Security,10,Q3 Transformation,Working
LEAD-0588,Email Campaign,CRM Software,56,Q1 Innovation,Working
LEAD-0589,Referral,Customer Experience,84,Q2 Innovation,Nurturing
LEAD-0590,Referral,Fraud Prevention,56,Q4 Efficiency,Nurturing
LEAD-0591,Referral,Big Data Analytics,36,Q3 Innovation,Qualified
LEAD-0592,Trade Show,ERP Integration,81,Q4 Transformation,Qualified
LEAD-0593,Paid Social,Data Privacy,83,Q3 Security,Qualified
LEAD-0594,Trade Show,IoT Platforms,94,Q1 Innovation,Working
LEAD-0595,Direct Mail,Big Data Analytics,99,Q2 Growth,New
LEAD-0596,Organic Search,Network Security,61,Q3 Growth,New
LEAD-0597,Trade Show,CRM Software,91,Q1 Growth,New
LEAD-0598,Trade Show,AI Automation,86,Q3 Innovation,New
LEAD-0599,Whitepaper,Data Privacy,38,Q3 Security,New
LEAD-0600,Webinar,DevOps Tools,59,Q3 Transformation,Nurturing
LEAD-0601,Webinar,Big Data Analytics,32,FY Growth,Qualified
LEAD-0602,Direct Mail,Cloud Migration,35,FY Security,Nurturing
LEAD-0603,Organic Search,Cloud Migration,86,Q4 Security,Working
LEAD-0604,Trade Show,Customer Experience,14,Q3 Security,Working
LEAD-0605,Webinar,Cybersecurity,21,Q2 Innovation,Qualified
LEAD-0606,Email Campaign,Customer Experience,60,Q3 Transformation,Working
LEAD-0607,Webinar,DevOps Tools,100,Q1 Transformation,New
LEAD-0608,Paid Social,DevOps Tools,81,Q4 Innovation,Nurturing
LEAD-0609,Email Campaign,IoT Platforms,45,Q2 Transformation,Working
LEAD-0610,Direct Mail,Supply Chain Management,61,Q4 Innovation,New
LEAD-0611,Paid Social,Cybersecurity,62,Q4 Security,New
LEAD-0612,Whitepaper,Network Security,47,Q3 Growth,New
LEAD-0613,Paid Social,Supply Chain Management,78,Q4 Innovation,Nurturing
LEAD-0614,Direct Mail,CRM Software,82,Q4 Growth,Working
LEAD-0615,Email Campaign,Big Data Analytics,68,FY Security,Qualified
LEAD-0616,Webinar,AI Automation,24,Q2 Innovation,New
LEAD-0617,Referral,Customer Experience,38,FY Security,Working
LEAD-0618,Email Campaign,CRM Software,55,Q4 Security,New
LEAD-0619,Paid Social,Unified Communications,46,Q1 Transformation,Qualified
LEAD-0620,Email Campaign,Payment Processing,80,Q2 Growth,Qualified
LEAD-0621,Email Campaign,ERP Integration,37,Q4 Innovation,Nurturing
LEAD-0622,Trade Show,DevOps Tools,97,Q2 Security,Qualified
LEAD-0623,Organic Search,Unified Communications,40,Q2 Innovation,Working
LEAD-0624,Organic Search,Unified Communications,41,Q4 Efficiency,Nurturing
LEAD-0625,Trade Show,Big Data Analytics,23,Q1 Innovation,New
LEAD-0626,Direct Mail,Fraud Prevention,10,FY Efficiency,New
LEAD-0627,Direct Mail,ERP Integration,89,Q3 Growth,Qualified
LEAD-0628,Paid Social,AI Automation,33,FY Efficiency,Nurturing
LEAD-0629,Referral,Unified Communications,83,Q1 Efficiency,New
LEAD-0630,Referral,AI Automation,79,Q1 Security,Nurturing
LEAD-0631,Referral,IoT Platforms,97,FY Efficiency,Working
LEAD-0632,Direct Mail,Payment Processing,99,Q4 Security,Qualified
LEAD-0633,Email Campaign,DevOps Tools,11,Q1 Growth,Working
LEAD-0634,Referral,Fraud Prevention,22,Q3 Growth,Nurturing
LEAD-0635,Paid Social,Cybersecurity,80,Q2 Innovation,Working
LEAD-0636,Paid Social,AI Automation,88,Q3 Growth,Nurturing
LEAD-0637,Trade Show,AI Automation,64,Q2 Security,Qualified
LEAD-0638,Email Campaign,ERP Integration,61,Q2 Innovation,Qualified
LEAD-0639,Trade Show,Fraud Prevention,26,Q4 Innovation,Working
LEAD-0640,Whitepaper,DevOps Tools,44,Q2 Transformation,Qualified
LEAD-0641,Referral,Unified Communications,28,FY Innovation,Working
LEAD-0642,Direct Mail,Big Data Analytics,11,Q2 Growth,Qualified
LEAD-0643,Direct Mail,Cybersecurity,90,Q4 Security,Nurturing
LEAD-0644,Direct Mail,Data Privacy,42,Q4 Transformation,New
LEAD-0645,Referral,Payment Processing,98,Q2 Growth,New
LEAD-0646,Organic Search,IoT Platforms,42,Q4 Growth,New
LEAD-0647,Direct Mail,DevOps Tools,52,Q2 Innovation,Nurturing
LEAD-0648,Email Campaign,Network Security,81,Q2 Innovation,Nurturing
LEAD-0649,Webinar,CRM Software,25,Q3 Security,Working
LEAD-0650,Trade Show,Big Data Analytics,46,Q3 Security,Nurturing
LEAD-0651,Direct Mail,Big Data Analytics,67,Q1 Transformation,Qualified
LEAD-0652,Paid Social,AI Automation,90,Q1 Efficiency,Working
LEAD-0653,Email Campaign,CRM Software,90,Q4 Efficiency,Qualified
LEAD-0654,Whitepaper,Payment Processing,30,Q3 Growth,Working
LEAD-0655,Email Campaign,ERP Integration,93,Q2 Efficiency,Nurturing
LEAD-0656,Referral,Data Privacy,66,FY Efficiency,Nurturing
LEAD-0657,Direct Mail,CRM Software,31,Q2 Growth,New
LEAD-0658,Trade Show,DevOps Tools,40,FY Security,Nurturing
LEAD-0659,Whitepaper,Unified Communications,31,Q3 Transformation,New
LEAD-0660,Whitepaper,Payment Processing,70,Q4 Transformation,New
LEAD-0661,Webinar,Big Data Analytics,60,Q4 Security,New
LEAD-0662,Whitepaper,Data Privacy,89,Q1 Efficiency,New
LEAD-0663,Referral,Data Privacy,39,Q2 Transformation,Nurturing
LEAD-0664,Direct Mail,Customer Experience,26,Q1 Efficiency,Working
LEAD-0665,Webinar,Cloud Migration,94,Q3 Security,Nurturing
LEAD-0666,Direct Mail,AI Automation,79,Q2 Innovation,Qualified
LEAD-0667,Trade Show,DevOps Tools,79,Q2 Growth,Qualified
LEAD-0668,Referral,Network Security,91,FY Growth,Nurturing
LEAD-0669,Email Campaign,AI Automation,79,Q2 Transformation,New
LEAD-0670,Direct Mail,Data Privacy,56,Q3 Innovation,Nurturing
LEAD-0671,Trade Show,Data Privacy,11,Q1 Growth,Working
LEAD-0672,Email Campaign,Data Privacy,70,Q4 Transformation,New
LEAD-0673,Direct Mail,Big Data Analytics,71,Q2 Efficiency,New
LEAD-0674,Referral,Big Data Analytics,47,Q4 Efficiency,Working
LEAD-0675,Webinar,Network Security,57,Q2 Security,Qualified
LEAD-0676,Referral,CRM Software,41,Q2 Growth,Qualified
LEAD-0677,Referral,Unified Communications,43,Q1 Transformation,Qualified
LEAD-0678,Organic Search,Network Security,88,FY Transformation,Nurturing
LEAD-0679,Paid Social,Customer Experience,78,Q2 Innovation,Qualified
LEAD-0680,Organic Search,IoT Platforms,18,Q2 Growth,Working
LEAD-0681,Paid Social,Payment Processing,91,Q3 Efficiency,Qualified
LEAD-0682,Paid Social,DevOps Tools,89,Q4 Growth,Working
LEAD-0683,Email Campaign,Cloud Migration,29,Q1 Security,New
LEAD-0684,Trade Show,Payment Processing,46,Q2 Innovation,Working
LEAD-0685,Direct Mail,DevOps Tools,11,Q2 Transformation,New
LEAD-0686,Trade Show,Cloud Migration,73,Q2 Security,Nurturing
LEAD-0687,Referral,Data Privacy,73,Q3 Security,Qualified
LEAD-0688,Webinar,ERP Integration,20,FY Efficiency,Working
LEAD-0689,Webinar,Data Privacy,60,Q1 Transformation,Qualified
LEAD-0690,Trade Show,Unified Communications,42,Q3 Transformation,New
LEAD-0691,Whitepaper,Big Data Analytics,41,Q3 Transformation,Qualified
LEAD-0692,Organic Search,DevOps Tools,14,Q2 Security,Qualified
LEAD-0693,Whitepaper,Network Security,95,Q2 Security,Qualified
LEAD-0694,Referral,Customer Experience,49,Q3 Growth,Working
LEAD-0695,Webinar,DevOps Tools,80,Q4 Security,New
LEAD-0696,Paid Social,AI Automation,91,Q2 Efficiency,Working
LEAD-0697,Email Campaign,Supply Chain Management,16,FY Security,Working
LEAD-0698,Whitepaper,Unified Communications,91,Q3 Innovation,Nurturing
LEAD-0699,Webinar,Cybersecurity,45,Q4 Innovation,New
LEAD-0700,Referral,Big Data Analytics,41,Q1 Growth,New
LEAD-0701,Direct Mail,DevOps Tools,86,Q1 Efficiency,Nurturing
LEAD-0702,Whitepaper,Unified Communications,30,Q4 Growth,New
LEAD-0703,Email Campaign,Supply Chain Management,90,Q1 Security,New
LEAD-0704,Email Campaign,Customer Experience,29,FY Transformation,New
LEAD-0705,Trade Show,AI Automation,39,Q3 Growth,Nurturing
LEAD-0706,Direct Mail,DevOps Tools,34,Q1 Growth,Qualified
LEAD-0707,Email Campaign,DevOps Tools,27,Q2 Innovation,New
LEAD-0708,Direct Mail,DevOps Tools,66,Q4 Transformation,Nurturing
LEAD-0709,Direct Mail,Unified Communications,82,Q2 Growth,Nurturing
LEAD-0710,Email Campaign,DevOps Tools,69,Q2 Innovation,Working
LEAD-0711,Whitepaper,Network Security,29,Q3 Efficiency,Nurturing
LEAD-0712,Paid Social,Network Security,56,Q3 Efficiency,New
LEAD-0713,Referral,DevOps Tools,33,Q1 Growth,Nurturing
LEAD-0714,Organic Search,ERP Integration,18,FY Security,Qualified
