opportunity_id,account_id,rep_id,product_id,lead_id,create_date,close_date,activation_date,opp_stage,probability_percent,acv,nrr,tcv,won_lost_reason,discount_percent,margin_percent,contract_term_months,mrr,estimated_transaction_volume,implementation_cost,upsell_acv
OPP-00148,ACC-025,REP-038,PRD-004,LEAD-1298,2023-01-22,2023-02-25,2023-03-25,Closed Won,1.0,93000,18000,204000.0,Competitor,0.12,0.33,24,7750.0,40883,44955,2913
OPP-00149,ACC-017,REP-142,PRD-008,,2023-01-23,2023-06-10,2023-07-01,Closed Won,1.0,250000,46000,546000.0,Features,0.08,0.66,24,20833.33,42383,37281,4784
OPP-00150,ACC-001,REP-052,PRD-008,LEAD-6607,2023-01-15,2023-07-05,2023-07-21,Closed Won,1.0,5000,23000,28000.0,Budget,0.37,0.34,12,416.67,83137,32275,2583
OPP-00151,ACC-002,REP-090,PRD-011,LEAD-1556,2023-07-25,2023-10-18,,Closed Lost,0.0,223000,2000,448000.0,Executive Sponsor Left,0.3,0.41,24,18583.33,9496,9420,196
OPP-00152,ACC-020,REP-124,PRD-032,,2025-07-10,2025-12-27,,Demo,0.3,138000,21000,159000.0,,0.22,0.71,12,11500.0,73973,11196,1500
OPP-00153,ACC-008,REP-001,PRD-003,,2023-06-03,2023-09-20,,Qualify,0.1,452000,12000,1368000.0,,0.02,0.77,36,37666.67,49756,35779,1977
OPP-00154,ACC-118,REP-109,PRD-058,LEAD-1630,2023-10-17,2024-03-23,,Demo,0.3,142000,25000,309000.0,,0.17,0.39,24,11833.33,53309,32116,24050
OPP-00155,ACC-016,REP-075,PRD-006,LEAD-0025,2025-05-15,2025-09-11,,Closed Lost,0.0,86000,47000,305000.0,Executive Sponsor Left,0.33,0.41,36,7166.67,87368,9574,2679
OPP-00156,ACC-007,REP-129,PRD-016,LEAD-0212,2024-09-11,2024-12-25,,Qualify,0.1,165000,34000,364000.0,,0.4,0.47,24,13750.0,20824,14843,4367
OPP-00157,ACC-050,REP-135,PRD-015,LEAD-2361,2024-08-20,2024-12-02,,Negotiation,0.7,245000,7000,252000.0,,0.4,0.16,12,20416.67,8768,31599,380
OPP-00158,ACC-019,REP-023,PRD-003,LEAD-3005,2024-07-15,2024-09-12,2024-10-20,Closed Won,1.0,166000,24000,356000.0,Price,0.04,0.55,24,13833.33,3181,47178,938
OPP-00159,ACC-002,REP-086,PRD-052,LEAD-0278,2024-03-19,2024-07-18,,Qualify,0.1,247000,41000,782000.0,,0.29,0.19,36,20583.33,63594,2514,2554
OPP-00160,ACC-100,REP-079,PRD-032,LEAD-2721,2024-10-17,2025-04-11,,Closed Lost,0.0,116000,41000,273000.0,Price,0.37,0.7,24,9666.67,86128,34174,39889
OPP-00161,ACC-014,REP-075,PRD-013,LEAD-7134,2022-12-28,2023-03-25,,On Hold,0.1,47000,19000,113000.0,,0.16,0.46,24,3916.67,98491,7375,3305
OPP-00162,ACC-003,REP-048,PRD-079,LEAD-5300,2025-06-24,2025-09-22,,Negotiation,0.7,167000,50000,551000.0,,0.32,0.6,36,13916.67,53609,47029,41885
OPP-00163,ACC-031,REP-141,PRD-035,LEAD-5747,2024-04-13,2024-05-22,,Qualify,0.1,228000,46000,730000.0,,0.43,0.48,36,19000.0,97553,28336,26937
OPP-00164,ACC-011,REP-029,PRD-016,LEAD-0418,2025-06-24,2025-10-12,,Qualify,0.1,149000,37000,484000.0,,0.47,0.25,36,12416.67,66249,1911,3084
OPP-00165,ACC-008,REP-076,PRD-001,LEAD-0890,2026-02-23,2026-04-23,2026-06-02,Closed Won,1.0,178000,11000,545000.0,Features,0.05,0.14,36,14833.33,50941,17540,4469
OPP-00166,ACC-013,REP-090,PRD-006,LEAD-0885,2024-08-22,2024-12-28,,Demo,0.3,37000,28000,102000.0,,0.3,0.42,24,3083.33,23572,11603,1268
OPP-00167,ACC-023,REP-072,PRD-067,LEAD-4550,2025-11-05,2026-04-11,,On Hold,0.1,20000,40000,100000.0,,0.32,0.53,36,1666.67,60159,8846,4000
OPP-00168,ACC-041,REP-109,PRD-030,LEAD-2276,2025-05-18,2025-08-12,,Qualify,0.1,49000,24000,73000.0,,0.13,0.74,12,4083.33,34092,30346,770
OPP-00169,ACC-072,REP-095,PRD-006,LEAD-2141,2023-03-06,2023-06-29,,Qualify,0.1,77000,22000,253000.0,,0.33,0.62,36,6416.67,19800,40295,858
OPP-00170,ACC-121,REP-030,PRD-006,,2025-01-15,2025-04-28,,On Hold,0.1,243000,46000,532000.0,,0.28,0.28,24,20250.0,67320,32791,4696
OPP-00171,ACC-016,REP-043,PRD-014,LEAD-1423,2025-01-02,2025-06-21,,Demo,0.3,214000,30000,672000.0,,0.21,0.59,36,17833.33,64680,19436,2664
OPP-00172,ACC-001,REP-049,PRD-004,LEAD-2314,2026-05-27,2026-09-13,2026-10-13,Closed Won,1.0,44000,20000,108000.0,Budget,0.17,0.16,24,3666.67,26881,10396,1015
OPP-00173,ACC-019,REP-089,PRD-067,LEAD-0073,2025-04-09,2025-05-31,,Demo,0.3,152000,42000,346000.0,,0.14,0.19,24,12666.67,83369,24725,2949
OPP-00174,ACC-013,REP-016,PRD-059,LEAD-2244,2023-06-23,2023-10-17,,Qualify,0.1,170000,33000,203000.0,,0.35,0.41,12,14166.67,62710,5706,4123
OPP-00175,ACC-002,REP-126,PRD-015,LEAD-0863,2023-08-16,2023-11-06,,Negotiation,0.7,192000,50000,242000.0,,0.08,0.43,12,16000.0,60153,17217,1735
OPP-00176,ACC-016,REP-130,PRD-010,LEAD-7045,2024-04-27,2024-06-28,2024-08-09,Closed Won,1.0,36000,37000,145000.0,No Decision,0.42,0.63,36,3000.0,71441,30251,2750
OPP-00177,ACC-117,REP-050,PRD-007,LEAD-1649,2026-04-21,2026-08-04,,Closed Lost,0.0,111000,31000,253000.0,Competitor,0.32,0.45,24,9250.0,96379,27429,4973
OPP-00178,ACC-012,REP-113,PRD-010,LEAD-1715,2025-03-17,2025-04-17,,On Hold,0.1,200000,11000,211000.0,,0.1,0.38,12,16666.67,94475,47611,3462
OPP-00179,ACC-009,REP-142,PRD-001,LEAD-1816,2023-09-27,2024-02-27,2024-03-12,Closed Won,1.0,53000,12000,65000.0,Executive Sponsor Left,0.33,0.66,12,4416.67,88129,48715,1698
OPP-00180,ACC-019,REP-109,PRD-001,LEAD-0478,2023-05-21,2023-07-16,2023-08-24,Closed Won,1.0,227000,7000,688000.0,Budget,0.11,0.47,36,18916.67,91849,49339,2044
OPP-00181,ACC-003,REP-062,PRD-032,LEAD-4458,2026-02-09,2026-06-12,,Demo,0.3,237000,6000,480000.0,,0.24,0.28,24,19750.0,12349,21809,45391
OPP-00182,ACC-014,REP-108,PRD-010,,2026-02-26,2026-04-02,,On Hold,0.1,65000,45000,175000.0,,0.18,0.3,24,5416.67,5964,10250,4096
OPP-00183,ACC-011,REP-034,PRD-070,LEAD-7567,2025-02-05,2025-04-20,,Demo,0.3,250000,21000,271000.0,,0.32,0.49,12,20833.33,92266,10595,4523
OPP-00184,ACC-012,REP-017,PRD-071,LEAD-2369,2025-03-28,2025-05-22,,Demo,0.3,13000,4000,30000.0,,0.43,0.69,24,1083.33,77275,33533,1027
OPP-00185,ACC-002,REP-091,PRD-080,LEAD-7832,2026-04-08,2026-09-19,,Qualify,0.1,113000,33000,259000.0,,0.21,0.36,24,9416.67,70913,15052,3912
OPP-00186,ACC-004,REP-121,PRD-001,,2024-12-28,2025-05-07,,Closed Lost,0.0,18000,33000,87000.0,Competitor,0.49,0.16,36,1500.0,37775,13955,1851
OPP-00187,ACC-095,REP-046,PRD-079,LEAD-0325,2026-01-05,2026-03-15,,Qualify,0.1,128000,0,384000.0,,0.09,0.56,36,10666.67,38295,33272,32817
OPP-00188,ACC-016,REP-136,PRD-012,LEAD-0518,2024-04-16,2024-08-07,,On Hold,0.1,64000,10000,138000.0,,0.11,0.18,24,5333.33,44276,12410,4376
OPP-00189,ACC-005,REP-084,PRD-011,LEAD-0919,2023-08-18,2023-11-09,,Demo,0.3,80000,37000,277000.0,,0.43,0.27,36,6666.67,90644,20381,1430
OPP-00190,ACC-009,REP-103,PRD-002,LEAD-2958,2025-05-28,2025-09-29,,Negotiation,0.7,158000,17000,333000.0,,0.27,0.14,24,13166.67,83467,38616,4399
OPP-00191,ACC-015,REP-062,PRD-014,LEAD-2871,2023-09-14,2023-12-22,2024-01-18,Closed Won,1.0,97000,40000,331000.0,No Decision,0.18,0.11,36,8083.33,45064,36661,4286
OPP-00192,ACC-001,REP-009,PRD-023,LEAD-0445,2024-01-13,2024-05-14,,Qualify,0.1,196000,7000,399000.0,,0.39,0.17,24,16333.33,11197,15878,3807
OPP-00193,ACC-010,REP-096,PRD-036,LEAD-4757,2024-08-07,2025-01-12,,Qualify,0.1,112000,16000,128000.0,,0.06,0.16,12,9333.33,54176,3031,23604
OPP-00194,ACC-012,REP-043,PRD-001,,2023-04-15,2023-07-05,,Demo,0.3,212000,24000,236000.0,,0.34,0.24,12,17666.67,51821,49709,3561
OPP-00195,ACC-009,REP-014,PRD-009,,2024-05-18,2024-09-27,,Demo,0.3,249000,9000,258000.0,,0.05,0.14,12,20750.0,12234,46291,2398
OPP-00196,ACC-012,REP-093,PRD-003,LEAD-0603,2025-06-05,2025-09-24,2025-10-24,Closed Won,1.0,158000,45000,203000.0,Price,0.0,0.68,12,13166.67,44609,28070,4691
OPP-00197,ACC-013,REP-094,PRD-036,LEAD-0713,2025-03-25,2025-06-22,,On Hold,0.1,125000,27000,152000.0,,0.18,0.28,12,10416.67,32432,43739,1850
OPP-00198,ACC-002,REP-006,PRD-010,LEAD-4761,2022-10-07,2023-03-20,2023-05-03,Closed Won,1.0,47000,12000,106000.0,Features,0.44,0.41,24,3916.67,38689,6318,3468
OPP-00199,ACC-017,REP-039,PRD-012,LEAD-4064,2026-08-12,2026-09-22,,Negotiation,0.7,226000,43000,721000.0,,0.46,0.69,36,18833.33,65644,46488,1569
OPP-00200,ACC-019,REP-135,PRD-068,LEAD-5851,2026-08-09,2026-10-19,2026-11-09,Closed Won,1.0,34000,25000,127000.0,Executive Sponsor Left,0.28,0.27,36,2833.33,63567,7939,4281
OPP-00201,ACC-003,REP-041,PRD-038,LEAD-6603,2024-08-13,2024-10-11,,Qualify,0.1,133000,19000,285000.0,,0.44,0.78,24,11083.33,58619,15210,23801
OPP-00202,ACC-089,REP-024,PRD-055,LEAD-7554,2023-03-12,2023-06-02,2023-06-20,Closed Won,1.0,5000,43000,53000.0,Superior ROI,0.2,0.32,24,416.67,42612,43903,2160
OPP-00203,ACC-061,REP-032,PRD-005,LEAD-6514,2022-11-20,2023-04-20,,On Hold,0.1,28000,31000,87000.0,,0.44,0.16,24,2333.33,4791,26359,60
OPP-00204,ACC-024,REP-057,PRD-011,,2023-07-19,2023-09-16,,Qualify,0.1,175000,33000,558000.0,,0.41,0.16,36,14583.33,22277,2940,4360
OPP-00205,ACC-013,REP-004,PRD-044,LEAD-4668,2023-12-17,2024-05-15,,Closed Lost,0.0,21000,42000,105000.0,No Decision,0.46,0.74,36,1750.0,39111,9511,2126
OPP-00206,ACC-074,REP-072,PRD-002,LEAD-6245,2024-11-05,2025-03-27,,Closed Lost,0.0,181000,11000,373000.0,Competitor,0.48,0.6,24,15083.33,10137,9002,3450
OPP-00207,ACC-083,REP-037,PRD-015,LEAD-6168,2024-01-04,2024-06-03,,Negotiation,0.7,140000,9000,149000.0,,0.11,0.69,12,11666.67,85439,28880,3575
OPP-00208,ACC-002,REP-090,PRD-012,LEAD-5749,2024-07-29,2024-09-17,2024-10-17,Closed Won,1.0,91000,39000,130000.0,No Decision,0.12,0.74,12,7583.33,56387,26618,4895
OPP-00209,ACC-007,REP-111,PRD-064,LEAD-2215,2024-09-18,2024-12-30,2025-01-29,Closed Won,1.0,153000,50000,356000.0,Executive Sponsor Left,0.0,0.12,24,12750.0,43412,43308,807
OPP-00210,ACC-004,REP-109,PRD-006,LEAD-6470,2024-04-23,2024-09-21,,On Hold,0.1,66000,40000,106000.0,,0.38,0.11,12,5500.0,66059,36607,2380
OPP-00211,ACC-017,REP-116,PRD-010,LEAD-0439,2026-03-30,2026-05-10,,On Hold,0.1,33000,35000,134000.0,,0.11,0.11,36,2750.0,14956,46580,2631
OPP-00212,ACC-010,REP-061,PRD-055,LEAD-1826,2026-07-02,2026-10-11,,On Hold,0.1,100000,41000,341000.0,,0.43,0.43,36,8333.33,57625,40517,27878
OPP-00213,ACC-006,REP-020,PRD-070,LEAD-6896,2025-04-23,2025-09-28,,Negotiation,0.7,184000,30000,398000.0,,0.02,0.79,24,15333.33,74860,15042,1977
OPP-00214,ACC-022,REP-069,PRD-013,LEAD-6044,2025-04-09,2025-09-18,,Negotiation,0.7,163000,22000,185000.0,,0.28,0.33,12,13583.33,87140,24219,3667
OPP-00215,ACC-018,REP-040,PRD-012,LEAD-4140,2022-10-06,2023-03-08,,Closed Lost,0.0,17000,25000,42000.0,Competitor,0.37,0.52,12,1416.67,84244,12266,3661
OPP-00216,ACC-077,REP-046,PRD-001,LEAD-4201,2024-07-27,2024-09-18,,Closed Lost,0.0,170000,39000,209000.0,Executive Sponsor Left,0.26,0.47,12,14166.67,97430,49832,3123
OPP-00217,ACC-006,REP-118,PRD-015,,2026-07-31,2026-09-21,,Qualify,0.1,90000,38000,128000.0,,0.44,0.2,12,7500.0,21996,14740,964
OPP-00218,ACC-014,REP-001,PRD-012,,2024-02-22,2024-05-09,,Negotiation,0.7,209000,33000,451000.0,,0.47,0.72,24,17416.67,17159,28827,2836
OPP-00219,ACC-004,REP-128,PRD-007,LEAD-4052,2023-10-27,2023-12-25,,Negotiation,0.7,53000,9000,62000.0,,0.16,0.44,12,4416.67,92689,33117,1429
OPP-00220,ACC-006,REP-009,PRD-014,LEAD-1954,2024-03-01,2024-06-18,,On Hold,0.1,234000,30000,498000.0,,0.06,0.55,24,19500.0,60682,5292,1516
OPP-00221,ACC-012,REP-146,PRD-075,LEAD-7859,2026-03-07,2026-06-18,,Demo,0.3,221000,50000,492000.0,,0.11,0.71,24,18416.67,85016,1143,2697
OPP-00222,ACC-014,REP-126,PRD-016,LEAD-4793,2025-10-03,2026-03-22,2026-05-06,Closed Won,1.0,94000,29000,123000.0,Timing,0.11,0.61,12,7833.33,14047,28674,1492
OPP-00223,ACC-021,REP-027,PRD-002,LEAD-7276,2026-09-08,2026-10-26,,Demo,0.3,167000,4000,171000.0,,0.33,0.14,12,13916.67,4851,32157,2626
OPP-00224,ACC-015,REP-074,PRD-013,LEAD-7184,2024-10-02,2024-12-16,,Negotiation,0.7,31000,10000,41000.0,,0.07,0.61,12,2583.33,24771,15951,4303
OPP-00225,ACC-086,REP-016,PRD-049,,2023-06-26,2023-12-15,2024-01-13,Closed Won,1.0,198000,48000,642000.0,Executive Sponsor Left,0.29,0.25,36,16500.0,14739,17289,3887
OPP-00226,ACC-022,REP-109,PRD-003,,2025-04-06,2025-09-26,2025-10-23,Closed Won,1.0,194000,35000,229000.0,Superior ROI,0.07,0.55,12,16166.67,68615,1427,914
OPP-00227,ACC-004,REP-140,PRD-006,LEAD-5853,2026-03-27,2026-06-18,2026-07-06,Closed Won,1.0,158000,34000,508000.0,Executive Sponsor Left,0.39,0.66,36,13166.67,71819,1204,3679
OPP-00228,ACC-016,REP-140,PRD-022,LEAD-1830,2023-10-31,2024-02-09,,On Hold,0.1,208000,13000,429000.0,,0.03,0.28,24,17333.33,35941,26931,1894
OPP-00229,ACC-011,REP-004,PRD-010,LEAD-7486,2023-08-12,2023-12-13,,Negotiation,0.7,282000,20000,866000.0,,0.47,0.46,36,23500.0,27799,18288,3999
OPP-00230,ACC-024,REP-060,PRD-038,LEAD-2638,2025-12-05,2026-02-04,,Closed Lost,0.0,19000,8000,65000.0,Price,0.46,0.3,36,1583.33,64077,39768,4625
OPP-00231,ACC-033,REP-096,PRD-005,LEAD-2415,2025-10-13,2026-02-07,,Closed Lost,0.0,30000,20000,50000.0,Superior ROI,0.11,0.12,12,2500.0,3115,25990,574
OPP-00232,ACC-023,REP-055,PRD-015,LEAD-1909,2024-11-16,2025-04-21,,Qualify,0.1,28000,6000,90000.0,,0.39,0.15,36,2333.33,57459,46676,3289
OPP-00233,ACC-036,REP-126,PRD-001,LEAD-0935,2023-03-18,2023-07-11,,Negotiation,0.7,220000,12000,452000.0,,0.34,0.26,24,18333.33,65604,41813,2006
OPP-00234,ACC-017,REP-008,PRD-015,LEAD-6642,2023-05-07,2023-06-08,,Demo,0.3,397000,8000,405000.0,,0.45,0.3,12,33083.33,49636,34905,1730
OPP-00235,ACC-016,REP-077,PRD-016,LEAD-2212,2023-07-27,2023-09-19,2023-10-14,Closed Won,1.0,243000,30000,273000.0,Budget,0.07,0.72,12,20250.0,43109,4972,1040
OPP-00236,ACC-012,REP-113,PRD-056,LEAD-0981,2025-03-16,2025-05-19,,Closed Lost,0.0,38000,1000,77000.0,Price,0.49,0.73,24,3166.67,99046,48727,3150
OPP-00237,ACC-072,REP-003,PRD-008,,2022-10-11,2023-03-12,,Closed Lost,0.0,142000,6000,432000.0,Price,0.3,0.66,36,11833.33,55317,36363,2628
OPP-00238,ACC-016,REP-021,PRD-080,,2024-03-07,2024-06-28,,On Hold,0.1,119000,16000,254000.0,,0.5,0.12,24,9916.67,42234,18059,4412
OPP-00239,ACC-116,REP-108,PRD-063,LEAD-2299,2022-12-23,2023-04-24,,Qualify,0.1,7000,36000,43000.0,,0.02,0.61,12,583.33,85671,33664,2669
OPP-00240,ACC-099,REP-066,PRD-001,,2024-07-09,2024-10-09,,Qualify,0.1,25000,19000,44000.0,,0.17,0.54,12,2083.33,7837,26401,1835
OPP-00241,ACC-071,REP-111,PRD-032,LEAD-4253,2026-01-19,2026-07-14,,Qualify,0.1,70000,0,70000.0,,0.01,0.72,12,5833.33,5903,2474,2226
OPP-00242,ACC-009,REP-055,PRD-011,LEAD-7928,2024-05-19,2024-08-22,,Negotiation,0.7,142000,28000,312000.0,,0.09,0.38,24,11833.33,37969,37149,4328
OPP-00243,ACC-012,REP-050,PRD-010,LEAD-5708,2025-12-23,2026-04-04,2026-05-15,Closed Won,1.0,125000,38000,288000.0,Competitor,0.37,0.16,24,10416.67,67472,8346,681
OPP-00244,ACC-024,REP-031,PRD-009,LEAD-2703,2023-10-20,2023-12-16,2024-01-21,Closed Won,1.0,159000,1000,319000.0,Competitor,0.12,0.34,24,13250.0,3822,29782,4561
OPP-00245,ACC-023,REP-124,PRD-016,,2023-02-19,2023-05-25,,Qualify,0.1,189000,42000,420000.0,,0.44,0.67,24,15750.0,14306,42015,3940
OPP-00246,ACC-025,REP-103,PRD-003,LEAD-1329,2022-12-25,2023-03-23,,Demo,0.3,97000,19000,213000.0,,0.05,0.46,24,8083.33,39341,19223,3756
OPP-00247,ACC-042,REP-047,PRD-015,LEAD-2526,2024-11-06,2025-02-16,,Negotiation,0.7,26000,42000,120000.0,,0.11,0.46,36,2166.67,9822,6768,4972
OPP-00248,ACC-105,REP-127,PRD-016,,2024-03-09,2024-05-10,,Negotiation,0.7,157000,45000,202000.0,,0.39,0.42,12,13083.33,94983,22273,2285
OPP-00249,ACC-001,REP-099,PRD-001,LEAD-6232,2025-12-07,2026-03-23,,Closed Lost,0.0,226000,34000,486000.0,Budget,0.45,0.26,24,18833.33,77026,11136,2535
OPP-00250,ACC-071,REP-005,PRD-012,LEAD-3905,2026-02-20,2026-08-12,,On Hold,0.1,197000,15000,409000.0,,0.2,0.55,24,16416.67,63566,28398,4588
OPP-00251,ACC-016,REP-071,PRD-002,,2024-01-07,2024-06-05,,Demo,0.3,94000,7000,289000.0,,0.05,0.48,36,7833.33,17071,28751,2033
OPP-00252,ACC-016,REP-103,PRD-011,LEAD-5670,2023-03-25,2023-09-17,2023-10-20,Closed Won,1.0,161000,5000,488000.0,Superior ROI,0.06,0.23,36,13416.67,48812,11727,3482
OPP-00253,ACC-021,REP-029,PRD-015,LEAD-7084,2024-12-18,2025-02-18,,Negotiation,0.7,153000,31000,184000.0,,0.27,0.35,12,12750.0,99569,30327,1725
OPP-00254,ACC-014,REP-107,PRD-015,LEAD-5420,2024-09-08,2024-10-14,,On Hold,0.1,82000,17000,181000.0,,0.24,0.44,24,6833.33,15546,18805,1741
OPP-00255,ACC-115,REP-022,PRD-080,LEAD-7887,2022-10-17,2023-03-11,2023-03-28,Closed Won,1.0,77000,16000,247000.0,Competitor,0.14,0.55,36,6416.67,82383,46349,149
OPP-00256,ACC-013,REP-126,PRD-079,LEAD-7426,2026-03-09,2026-06-29,2026-08-02,Closed Won,1.0,73000,47000,266000.0,Competitor,0.13,0.34,36,6083.33,45148,47499,1773
OPP-00257,ACC-015,REP-070,PRD-006,,2026-05-26,2026-10-02,,On Hold,0.1,5000,45000,55000.0,,0.01,0.5,24,416.67,45756,15143,2771
OPP-00258,ACC-019,REP-122,PRD-016,LEAD-2679,2022-11-11,2023-01-21,2023-03-06,Closed Won,1.0,177000,32000,563000.0,Competitor,0.25,0.76,36,14750.0,73787,39080,1170
OPP-00259,ACC-084,REP-006,PRD-077,LEAD-7579,2024-05-03,2024-07-12,,On Hold,0.1,113000,39000,378000.0,,0.02,0.55,36,9416.67,61907,29519,3302
OPP-00260,ACC-023,REP-051,PRD-029,LEAD-0379,2026-07-22,2026-10-27,,Closed Lost,0.0,19000,30000,87000.0,Competitor,0.42,0.66,36,1583.33,57669,24257,2338
OPP-00261,ACC-019,REP-028,PRD-004,LEAD-2359,2023-11-06,2024-04-03,,On Hold,0.1,149000,4000,451000.0,,0.06,0.24,36,12416.67,90175,29070,4022
OPP-00262,ACC-013,REP-026,PRD-004,LEAD-0606,2025-11-07,2026-04-06,,Demo,0.3,94000,27000,309000.0,,0.24,0.14,36,7833.33,82904,34398,295
OPP-00263,ACC-019,REP-149,PRD-005,LEAD-1709,2023-11-19,2023-12-30,,Qualify,0.1,247000,49000,543000.0,,0.15,0.22,24,20583.33,57648,38631,2522
OPP-00264,ACC-004,REP-148,PRD-001,LEAD-7436,2023-09-16,2023-12-26,,Closed Lost,0.0,161000,39000,200000.0,Budget,0.06,0.59,12,13416.67,76020,20695,3107
OPP-00265,ACC-003,REP-119,PRD-027,,2025-04-01,2025-05-11,,Demo,0.3,236000,6000,478000.0,,0.22,0.35,24,19666.67,46728,7284,38130
OPP-00266,ACC-065,REP-095,PRD-013,LEAD-3153,2023-05-12,2023-06-18,,Demo,0.3,115000,43000,273000.0,,0.32,0.28,24,9583.33,29422,38614,487
OPP-00267,ACC-008,REP-041,PRD-011,LEAD-2457,2024-02-27,2024-08-17,,On Hold,0.1,103000,15000,221000.0,,0.36,0.27,24,8583.33,83288,37037,2351
OPP-00268,ACC-009,REP-115,PRD-039,LEAD-1120,2026-06-01,2026-07-14,,On Hold,0.1,180000,50000,230000.0,,0.5,0.5,12,15000.0,10780,27281,1468
OPP-00269,ACC-007,REP-038,PRD-010,LEAD-6897,2023-07-30,2023-11-21,,Negotiation,0.7,172000,40000,384000.0,,0.34,0.59,24,14333.33,33254,46283,4967
OPP-00270,ACC-032,REP-146,PRD-054,,2025-04-28,2025-09-29,,Closed Lost,0.0,225000,38000,263000.0,Timing,0.4,0.7,12,18750.0,58173,29995,4313
OPP-00271,ACC-018,REP-014,PRD-013,LEAD-3630,2023-07-07,2023-12-06,,Negotiation,0.7,102000,45000,147000.0,,0.3,0.71,12,8500.0,50925,21545,683
OPP-00272,ACC-036,REP-132,PRD-011,LEAD-0150,2023-09-30,2024-01-10,,Qualify,0.1,78000,1000,157000.0,,0.04,0.73,24,6500.0,61318,7703,608
OPP-00273,ACC-009,REP-109,PRD-002,LEAD-4335,2025-12-20,2026-03-23,,On Hold,0.1,241000,6000,488000.0,,0.31,0.26,24,20083.33,47871,21830,1474
OPP-00274,ACC-091,REP-030,PRD-015,LEAD-4188,2022-11-17,2023-03-21,,Demo,0.3,82000,23000,187000.0,,0.22,0.26,24,6833.33,13009,15345,248
OPP-00275,ACC-025,REP-024,PRD-007,,2025-08-01,2025-09-16,,On Hold,0.1,120000,23000,263000.0,,0.48,0.66,24,10000.0,31568,1446,1561
OPP-00276,ACC-016,REP-124,PRD-006,,2023-08-24,2024-01-14,,Demo,0.3,173000,2000,175000.0,,0.42,0.71,12,14416.67,13806,44288,4878
OPP-00277,ACC-003,REP-067,PRD-028,LEAD-0001,2024-04-02,2024-08-15,,Demo,0.3,111000,4000,115000.0,,0.26,0.33,12,9250.0,91762,39899,43788
OPP-00278,ACC-096,REP-070,PRD-008,LEAD-4445,2025-04-10,2025-05-23,,Demo,0.3,189000,2000,380000.0,,0.41,0.16,24,15750.0,74021,47610,696
OPP-00279,ACC-012,REP-063,PRD-002,,2023-01-26,2023-03-05,,Negotiation,0.7,186000,7000,565000.0,,0.47,0.53,36,15500.0,83200,27636,2587
OPP-00280,ACC-055,REP-127,PRD-016,,2023-02-21,2023-04-30,2023-06-08,Closed Won,1.0,160000,27000,347000.0,Timing,0.02,0.33,24,13333.33,66853,22776,2244
OPP-00281,ACC-069,REP-103,PRD-029,,2024-12-01,2025-03-30,,Qualify,0.1,198000,3000,399000.0,,0.3,0.28,24,16500.0,98800,46367,30145
OPP-00282,ACC-042,REP-028,PRD-008,LEAD-1306,2025-08-24,2025-10-21,,On Hold,0.1,132000,49000,313000.0,,0.05,0.18,24,11000.0,74630,37574,2112
OPP-00283,ACC-107,REP-085,PRD-079,LEAD-4015,2023-03-16,2023-07-18,,Closed Lost,0.0,15000,35000,50000.0,Price,0.2,0.62,12,1250.0,50993,22371,45744
OPP-00284,ACC-093,REP-067,PRD-018,LEAD-6134,2023-05-02,2023-06-24,,Negotiation,0.7,108000,31000,355000.0,,0.01,0.48,36,9000.0,92747,23711,40451
OPP-00285,ACC-015,REP-012,PRD-006,LEAD-2088,2022-12-20,2023-03-18,2023-04-27,Closed Won,1.0,21000,26000,89000.0,Competitor,0.28,0.45,36,1750.0,39641,10821,3639
OPP-00286,ACC-019,REP-012,PRD-010,LEAD-0638,2022-09-07,2023-01-12,,On Hold,0.1,235000,16000,251000.0,,0.21,0.5,12,19583.33,21206,45020,86
OPP-00287,ACC-024,REP-118,PRD-008,LEAD-2642,2023-11-10,2024-04-07,2024-05-17,Closed Won,1.0,14000,1000,29000.0,Features,0.22,0.16,24,1166.67,60920,23797,995
OPP-00288,ACC-001,REP-142,PRD-011,LEAD-4153,2023-03-02,2023-08-16,,Qualify,0.1,77000,23000,177000.0,,0.23,0.17,24,6416.67,82937,29042,3876
OPP-00289,ACC-005,REP-046,PRD-003,LEAD-1906,2025-08-06,2025-09-16,2025-10-27,Closed Won,1.0,81000,37000,118000.0,Superior ROI,0.13,0.11,12,6750.0,84242,39788,1305
OPP-00290,ACC-036,REP-057,PRD-014,LEAD-7814,2023-07-28,2023-12-20,,Demo,0.3,217000,29000,463000.0,,0.39,0.14,24,18083.33,69665,45424,4380
OPP-00291,ACC-058,REP-137,PRD-016,,2025-11-18,2026-03-16,,Closed Lost,0.0,143000,1000,144000.0,Budget,0.09,0.64,12,11916.67,45858,27542,3203
OPP-00292,ACC-036,REP-010,PRD-049,LEAD-4022,2023-05-08,2023-09-21,,Qualify,0.1,436000,2000,438000.0,,0.42,0.71,12,36333.33,23072,48034,4421
OPP-00293,ACC-009,REP-087,PRD-002,LEAD-7250,2022-11-27,2023-04-07,,On Hold,0.1,231000,39000,270000.0,,0.16,0.37,12,19250.0,50648,6038,3044
OPP-00294,ACC-082,REP-102,PRD-073,,2025-04-04,2025-06-11,,Closed Lost,0.0,196000,12000,404000.0,No Decision,0.43,0.14,24,16333.33,48152,16956,4437
OPP-00295,ACC-059,REP-084,PRD-014,,2024-11-22,2025-02-08,,Demo,0.3,97000,2000,293000.0,,0.5,0.74,36,8083.33,51752,41268,1456
